rocbao10 男/黑龙江         加关注
474 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

475 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 和平路街区 ​​​

476 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 和平路街区 ​​​

477 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 共乐街区 ​​​

478 :人生无奈，但人定胜天。怕疼，可以退后，但别让自己无路可退；怕累，可以休息，但别让自己停滞不前。人如逆水行舟，不进则退，需要勇气去闯人生之路。 哈尔滨·黑龙江中医药大学附属第二医院 ​​​

479 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

480 :越是优秀的人越努力，越是富有的人越勤奋，越是智慧的人越谦卑。这一现象的根因在于，优秀的人总能看到比自己更好的，而平庸的人总看到比自己更差的。永远记住一句话：跟别人学、跟自己比，每天进步一点点。越努力，越幸运；越担当，越成长；越感恩，越有福报；越付出就越能得到。 哈尔滨 · 民生路 ​​​

481 :当一颗树不再炫耀自己叶繁枝茂，而是深深扎根泥土，它才真正的拥有深度。当一颗树不再攀比自己与天空的距离，而是强大自己的内径时，它才真正的拥有高度。树的生长需要深度和高度，人的成长同样需要深度和高度！当一个人不再是炫耀，而是照耀的时候，他的生命将变得真正的富有。 哈尔滨 · 民生路 ​​​

482 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

483 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

484 :【励志语录】1.只要还有明天，今天就永远是起跑线。2.火把倒下，火焰依然向上。3.苦难是化了装的幸福。4.长得漂亮是优势，活得漂亮是本事。5.别刚从底层混起，就混得特别没底。6.世界上只有想不通的人，没有走不通的路。 哈尔滨·黑龙江中医药大学附属第二医院 ​​​

485 :人生如潮水，总有潮涨潮落之时，也如天上之月，有盈也有亏。人生的精彩不仅仅在于获得成功之时的欢呼雀跃，也在于失败的时刻对于未来成功的憧憬，和再次整装出发的勇气。用我们所有的时间和精力，所有的真心和真情，所有的欢笑和泪水，去演绎这场生命之剧，珍惜拥有的每一天！  哈尔滨 · 民生路 ​​​

486 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

487 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

488 :聪明的人，总在寻找好心情；成功的人，总在保持好心情；幸福的人，总在享受好心情。同样是一颗心，有的能装下高山，有的能装下大海，有的却只能装下一己之悲欢。有大心量者，方能有大格局，有大格局者，方能成大气候。心有多大，世界就有多大，梦想多远，脚步就有多远！ 哈尔滨 · 民生路 ​​​

489 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

490 :【人生箴言】1.有些事，无能为力，就顺其自然；有些人，不能强求，就一笑了之；有些路，躲避不开，就义无反顾。2.生气是自找的，别愤怒；生活是快乐的，别抑郁；错误是难免的，别灰心；机遇是难遇的，别错过。3.人生当自强：没有一颗珍珠的发光，是靠别人涂抹上去的。 哈尔滨 · 民生路 ​​​

491 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

492 :艾草的妙用：风寒感冒时，艾叶煎汤泡脚，或艾叶和葱姜一起煎汤温服，出汗就能治愈疾病。艾绒加上棉花，一起制成肚兜，药枕和药垫子，特别对老年人的丹田气弱，或者是妇女痛经，疗效很好。艾灸点燃产生的热量温通经络，熟艾叶配合其他药物内服，有很好的温通气血，驱逐寒湿的作用。 哈尔滨 · 民生路 ​​​

493 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

494 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 文政街区 ​​​

495 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 保健路街区 ​​​

496 :不管天气如何炎热，我的关怀总在你身边；不管雷雨如何猛烈，我的担忧总在你身边；不管烦躁如何演变，我的耐心总在你身边。愿我的祝福带给你清凉惬意！ 哈尔滨 · 秋林 ​​​

497 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

498 :【用木瓜代替眼药水】长时间使用电脑后，发现眼睛干涩、眼神无光？木瓜中的木瓜酶有很好的明目效果，每天吃一个木瓜，眼睛晶体就不会有缺水的烦恼。除此之外，在长时间的工作后，你还可以把木瓜切成片，并敷在眼睛上，这样能有效缓解眼睛疲劳，减少眼角周围的皱纹。 哈尔滨 · 民生路 ​​​

499 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

500 :#运动就是坚持# 进入 微博运动 来挑战我吧！ ​​​

501 :只要升等级就有福利享，变身土豪就靠它，想想就有点小激动呢[太开心]小伙伴儿们速来围观，领取你的#微博等级专享礼#吧微博等级，升等级享好礼 ​​​

502 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

503 :【挚友难得】朋友是福，吉祥天天；朋友是山，心旷高远；朋友是水，滋润心田；朋友是桥，沟通无限；朋友是诗，韵律平淡；朋友是歌，悠扬委婉；朋友是光，祥和温暖；朋友是月，期盼圆满；朋友是伴，相扶相搀；朋友是道，遵法自然；朋友是玉，剔透耀眼；朋友是金，恒久不变。 哈尔滨 · 秋林 ​​​

504 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

505 :这一天和珅又跟纪晓岚斗嘴，乾隆一听就发飙了：你们有空天天吵，就不能传播一下正能量吗？于是几天后，满京城都在疯传一个消息：皇上会发光啦！ 肇东市 ​​​

506 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

507 :一天，一男子在路边捡到一只瓶子，他拿起来擦了擦，突然一个魔鬼出现了。魔鬼说：“我会给你最想要的东西。”男人想了想，然后说：“我想要一份特殊的工作，一份从未有男人成功过的，又没有男人敢于尝试的工作。”于是，他被变成了家庭主妇…… 哈尔滨 · 秋林 ​​​

508 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

509 :识人不必探尽，探尽则多疑。知人不必言尽，言尽则无友。责人不必苛尽，苛尽则众远。敬人不必卑尽，卑尽则少骨。让人不必退尽，退尽则路寡。 哈尔滨 · 民生路 ​​​

510 :#运动就是坚持# 进入 微博运动 来挑战我吧！ ​​​

511 :#运动就是坚持# 进入 微博运动 来挑战我吧！ ​​​

512 :插一根幸福的枝条在人群，爱心的花朵开满枝；洒一滴幽默的甘露在人群，开心的小溪在汇集。世界人口日，祝你笑口常开，好运常在，抢眼的美丽飘人海。 ​​​

513 :One night in Begjing！ http://t.cn/RL45zJJ ​​​

514 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 北京 · 王府井 ​​​

515 :分享图片 哈尔滨·哈尔滨太平国际机场 ​​​

516 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

517 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

518 :别让烦恼把心灵占据，莫让忧伤涂抹一路，该争取时要努力，该放弃时要服输，不庸人自扰，要常乐知足。日子越是平淡，越要让自己过得“暑”服。又是小暑，愿祝福的清风带给你“暑”爽的心情，拥有“暑”不完的好运，“暑”不完的快乐，“暑”不完的成功，“暑”不完的幸福！ 哈尔滨 · 民生路 ​​​

519 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

520 :大其心，容天下之物；虚其心，受天下之善；平其心，论天下之事；潜其心，观天下之理。谦退是保身第一法，安详是处世第一法，宽容是处事第一法，寡欲是养心第一法。勿言无益身心之语，勿为无益身心之事，勿进无益身心之人，勿入无益身心之境，勿展无益身心之书。 哈尔滨 · 民生路 ​​​

521 :10种不得不吃的食物 1、酸奶：防治动脉硬化、冠心病及癌症；2、菠菜：远离缺铁性贫血；3、蜂蜜：护肤美容；4、橙子：增强免疫力；5、西兰花：防癌抗癌；6、坚果：有益心脏；7、燕麦片：降低胆固醇；8、花生酱：有助于入睡；9、蓝莓：延缓衰老；10、香蕉：保护神经系统。 哈尔滨 · 民生路 ​​​

522 :睁开眼睛，还活着，挺好挺好；闭上眼睛，还能睡着，挺好挺好；粗茶淡饭，能够吃饱，挺好挺好；摸摸衣兜，钱还够花，挺好挺好；忙也一天，闲也一天，平安就好；苦也一天，笑也一天，快乐就好；穷也一天，富也一天，知足就好；爱也一天，恨也一天，过去就好。想开看开，快乐就好。 哈尔滨 · 民生路 ​​​

523 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

524 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

525 :人生很小，有微笑，有寒暄，有团聚，有欢颜。还有酸甜苦辣涌上心间。人生很大，有烦恼，有挂牵，有忐忑，有惆然。还有一种焦急叫失联。人生不简单，有不屑，有喜欢，有崇拜，有木然。还有一种甘甜是坦然。人生不平凡，有同心，有共鸣，有搀扶，有互勉。还有一种永恒叫久经考验！ 哈尔滨 · 民生路 ​​​

526 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

527 :人一辈子，不能让钱所托累；你有生活吗？其实挣钱只有一个目的，就是花！最傻的人，就是把钱存入银行。银行，就是把不爱花钱的人钱拿来，给爱花钱的人去花！钱少是自家的；钱多了就是大家的；再多了一定是国家的；再多了就是人民的！所以叫“人民币”。 哈尔滨 · 保健路街区 ​​​

528 :#运动就是坚持# 进入 微博运动 来挑战我吧！ 哈尔滨 · 民生路 ​​​

529 :遇人多了就知道友情的可贵。  遇事多了就知道理解的可贵。  失败多了就知道心态的可贵。  成功多了就知道勇气的可贵。  矛盾多了就知道胸怀的可贵。  不顺眼多了就知道修养的可贵。  恭维多了才知道真诚的可贵。  名利多了才知道淡定的可贵。  应酬多了才知道清净的可贵。 哈尔滨 · 保健路街区 ​​​

530 :运动健康！ 哈尔滨 · 民生路 ​​​

531 :懂得珍惜，才不会错过； 知道感恩，才会收获真情。 真正的感情，缘于一颗珍惜的心； 真正的得到，缘于一份感恩的心态。 真心感谢， 那些一路陪我走来的朋友！ 真情谊，永远风雨同行! 哈尔滨 · 秋林 ​​​

532 :【夏日降肝火，三宝来助阵】1.豆芽菜：清热，利于肝气疏通；2.韭菜：可增强脾胃肝；3.菠菜：具有滋阴润燥、舒肝养血的作用。 哈尔滨 · 军工院 ​​​

533 :巧除家电缝隙的灰尘 家用电器缝隙里常常会积藏很多灰尘，且用布不宜擦净，可将废旧毛笔用来清除缝隙里的灰尘，非常方便。 哈尔滨 · 民生路 ​​​

534 :【修身哲理，与君共享】人生的情致，来自淡泊。淡中交耐久，静里寿延长；扫弃焚香可见清福，养花种竹必自安乐；淡饭粗茶有真味，明窗净几是安居；知事少时烦恼少，识人多处是非多；守本分而安岁月，凭天性以度春秋。 哈尔滨 · 民生路 ​​​

535 :行走的力量！ 哈尔滨 · 保健路街区 ​​​

536 :只要升等级就有福利享，变身土豪就靠它，想想就有点小激动呢[太开心]小伙伴儿们速来围观，领取你的#微博等级专享礼#吧微博等级，升等级享好礼 ​​​

537 :一个人可以自信，但不要自大；可以狂放，但决不能狂妄；可以健康长寿，但不可能万寿无疆；能够力挽狂澜，但决不可能再造乾坤。 哈尔滨 · 民生路 ​​​

538 :人生就是一场匆忙的路过，优雅不是训练出来的，而是一种人生阅历。淡然并不是伪装出来的，而是一种沉淀。 哈尔滨 · 民生路 ​​​

539 :【香蕉皮治愈虫咬】夏天到了，受到蚊叮或虫咬时，用香蕉皮内层轻擦患处，或将香蕉皮捣烂后加上姜汁，都有退肿、消炎和止痛的效果。因为果皮含有完整的多醣，它会渗入皮肤的细胞缓解肿胀和发炎，同时还能促进愈合。 哈尔滨 · 民生路 ​​​

540 :简单，是一种生活态度。 有时，简单就是不以物喜，不以己悲， 那么安之若素； 有时，简单凌驾于精神之上， 那么绝尘世外； 有时，简单就是红炉一点雪， 那么原汁原味； 而有时，简单也是一道法门， 谁经过了，谁就能化茧成蝶、脱胎换骨。 哈尔滨 · 保健路街区 ​​​

541 :波轻漾，清新莲花快乐开放；风轻拂，岸边柳枝悠闲飘扬；雨轻舞，晶莹水珠流淌好运；话轻语，清凉祝福送到你身旁：愿丝丝凉意驱暑气，带给你幸福如意！ 哈尔滨 · 民生路 ​​​

542 :【按摩穴位养胃法】用一只手的掌心贴附肚脐，另一只手叠在上面，顺时针方向以画陀螺的方式柔和地边按边摩擦，由肚脐逐渐均匀画圈至全腹，约80―100下，再倒回到肚脐，再按摩80―100下。可双手交换，逆时针方向以同样的方式再按摩一遍。按摩时，既不要空腹也不要胀肚。 哈尔滨 · 民生路 ​​​

543 :面对不公，别气愤，别宣泄。一来气愤伤身体，二来气愤不解决问题。“有肚量去容忍那些不能改变的事，有勇气去改变那些可能改变的事，有智能去区别上述两类事。”这是成功者要具备的三个素质。发型对了，怎么穿都美！ 规划街 ​​​

544 :长昼开启的第一缕曙光，是我的祝福登场，愿你身体健康！微风吹来的第一丝清凉，是我的问候到访，愿你心情舒爽！百花飘来的第一袭沁香，是我的思念流淌，愿你幸福吉祥！夏至今至，祝你好梦每一天，清凉一整夏！ 哈尔滨 · 民生路 ​​​

545 :有一颗随缘心，你会更洒脱；有一颗平常心，你会更从容；有一颗慈悲心，你会更积善；有一颗感恩心，你会更幸福；有一颗因果心，你会更明理；有一颗忍让心，你会更快乐；有一颗超脱心，你会更淡然；有一颗修行心，你会更智慧；有一颗质朴心，你会更纯粹；有一颗自知心，你会更清醒。 跃兴街 ​​​

546 :高压锅烹调火候 牛肉1千克加水2千克，17分钟即可将肉煮烂；大米1500克加水1千克，9分钟即可煮熟。 哈尔滨 · 民生路 ​​​

547 :【孙悟空取经路上不厉害的另一种说法】猴子闹天宫是在创业，为了能当齐天大圣。后来跟唐僧了就是在打工，中途还有几次想辞职不干了，所以打妖怪也不尽力了，并不是压了500年没升级了。猴子出师就满级了，只是刷了点装备――金箍棒和紫金衣；后来加了点状态，火眼金睛和猴毛而已。 哈尔滨 · 民生路 ​​​

548 :人心难懂，知人知面不知心；相遇太美，相爱容易相处难；有些人，走着走着就进了心里，恰似故友；有些人，走着走着就淡出视线，难以交心；所以，人与人之间的相遇靠缘分，心与心相知靠真诚；人生若有二三好友，无话不谈，不离不弃，可谓幸运。 哈尔滨 · 民生路 ​​​

549 :端午节到了，幸福包裹着盛世阳光，缠绕着华年彩虹。这个囊括天地鸿福的粽子，正被你的拇指点开。点开，财富滚滚来，吉祥天天在，喜事也频频撞满怀! 哈尔滨 · 民生路 ​​​

550 :善于调整自己的心态，是人生最大的财富。心态，就是心大一点。心态好，人缘好，因为懂得宽容；心态好，做事顺利，因为不拘小节；心态好，生活愉快，因为懂得放下。别让脾气和本事一样大，越有本事的人越没脾气。心态好的人，处处圆融，处处圆满。好的心态，能激发人生最大的潜能。 哈尔滨 · 民生路 ​​​

551 :人的不幸在于他们不想走自己那条路， 总想过别人的桥。  天下就没有偶然， 那不过是化了妆的、戴了面具的必然。  改变，永远不嫌晚。 无论你是几岁， 也无论你目前所处的境况有多糟， 只要立定目标、一步一步往前走， 人生随时都有翻盘的可能性。 哈尔滨 · 民生路 ​​​

552 :【夏季吃水果先看凉热】1.寒气迫人：西瓜、猕猴桃、香蕉、山竹。易消化不良，畏寒怕冷的人别多吃。实热体质的人宜多吃。2.热情似火：荔枝、榴莲、芒果、菠萝。常喉咙肿痛，胃火牙痛，急躁易怒的人少吃。虚寒体质可借此滋补身体。3.温柔平顺：水蜜桃、苹果、葡萄。 跃兴街 ​​​

553 :人生，要懂得感恩。感恩，不一定是感谢大恩大德，而是一种生活态度。感恩一切好的，给我们带来了幸福；感恩一切不好的，增强了我们追求幸福的能力。心存感恩，心灵才会获得宁静和安详；心存感恩，生活中才会少了许多怨气和烦恼。有感恩的心，才会有好的心态，才能发现生活的美好。 哈尔滨 · 民生路 ​​​

554 :人生的脚步，常常走得太匆忙，所以我们要学会，停下来笑看风云，坐下来静赏花开，沉下来平静如海，定下来静观自在。时间，渐渐带走了年少轻狂，也慢慢沉淀了冷暖自知。不再为一点小事伤心动怒，也不再为一些小人愤愤不平。安安心心，简简单单，做一些能让自己开心的事，此生淡然！ 哈尔滨·中北春城三期 ​​​

555 :这温度真是醉了啊！ ​​​

556 :人生不停地在岁月的变幻里交错，起风的日子，更应该坚强，轻拥沧桑，笑语流年，剪一段过往，无怨无悔；盈一抹淡然，笑看青山绿黛暖融远雨微凉。静静选择，淡淡微笑，默默聆听，深深感悟，无论走过多少坎坷，有懂得的日子，便会有花，有蝶，有阳光！[玫瑰] ​​​

557 :【告别平庸的方法】1、每天坚持读书1小时；2、坚持提升专业，成为单位专业权威；3、战胜两个坏毛病——拖延与抱怨；4、先从形象上改变，提升你的自信；5、时常反省自己，但不诋毁自己；6、向优秀的人学习；7坚持早睡早起；8坚持体育锻炼；9、保持微笑。[微笑] 哈尔滨·中北春城三期 ​​​

558 :不管你有多么真诚，遇到怀疑你的人，你就是谎言。不管你有多么单纯，遇到复杂的人，你就是有心计。不管你有多么专业，遇到不懂的人，你就是空白。所以，关键不是你不够好，而是你没有遇对人。别太在乎别人的评价，懂你的、不用解释，不懂你的，不需要解释，做好自己。 哈尔滨·中北春城三期 ​​​

559 :巧除纱窗油腻 可将洗衣粉、吸烟剩下的烟头一起放在水里，待溶解后，拿来擦玻璃、纱窗，效果不错。 ​​​

560 :人总会遇到挫折，会有低潮，会有不被人理解的时候，会有要低声下气的时候，这些时候恰恰是人生最关键的时候。在这样的时刻，我们需要耐心等待，满怀信心地去等待，相信，生活不会放弃你，命运不会抛弃你。如果耐不住寂寞，你就看不到繁华。 哈尔滨·中北春城三期 ​​​

561 :有一种朋友不在生活里，却在生命里； 有一种陪伴不在身边，却在你心间。 那些说不出的话，如果有人懂，就是幸福。 其实我们都不需要太多， 孤单时有人陪，无助时有人帮，落泪时有人知， 于心灵就是一种温暖，于生命就是一种感动。 哈尔滨·中北春城三期 ​​​

562 :很多时候，我们总是希望得到别人的好。一开始，感激不尽。可是久了，便是习惯了。习惯了一个人对你的好，便认为是理所应当的。有一天不对你好了，你便觉得怨怼。其实，不是别人不好了，而是我们的要求变多了。习惯了得到，便忘记了感恩。 哈尔滨·中北春城三期 ​​​

563 :大妈上了空调车投了一块钱。 司机说：“空调车两块！”。大妈答：“是凉快”。/微笑 司机又说：“投两块”! 大妈笑说：“不光头凉快，浑身都凉快”，说完往后头走。/疑问 司机说:“我告诉你钱投两块”。大妈说:“我觉得后头人少更凉快”。/晕 司机无语，一车人笑倒了！/憨笑/憨笑 跃兴街 ​​​

564 :人生若梦，错过春风，迎来夏雨；错过春花，相遇秋实。茶香悠悠，弥漫着淡雅的磬香；生活如茶，幸福的味道，不是浓郁的芬芳，而是淡淡的幽香。一份爱，不浓不淡，才能长久；一条路，弯弯曲曲，才能走得更远；一份情谊，不远不近，才能一生相随。时光，浓淡相宜；人心，远近相安。 果戈里大街 ​​​

565 :有事做，让每一天充实，事情没有大小，只有你爱不爱做。有所期待，生活就有希望，人不怕卑微，就怕失去希望，乌云遮不住阳光，阴霾总会过去。昂起头，向前走，真正的探索，不在创造更多的机会，而在触及更深的心灵。 哈尔滨·中北春城三期 ​​​

566 :只要升等级就有福利享，变身土豪就靠它，想想就有点小激动呢[太开心]小伙伴儿们速来围观，领取你的#微博等级专享礼#吧微博等级，升等级享好礼 ​​​

567 :使丸子软嫩的配料比例 丸子、松肉的配料比例:在烹饪丸子或松肉菜肴时，只要是按50克肉、10克淀粉的比例调料，就能使松肉松酥、丸子软嫩。 哈尔滨·中北春城三期 ​​​

568 :巧剥蒜皮 将蒜用温水泡3-5分钟捞出，用手一搓，蒜皮即可脱落。如需一次剥好多蒜，可将蒜摊在案板上，用刀轻轻拍打即可脱去蒜皮。 哈尔滨·中北春城三期 ​​​

569 :顺其自然！谢谢三哥，五哥，八哥！ ​​​

570 :姜水洗头可去头皮屑 将生姜用清水洗净，切成姜片，用水煮成姜水，等到凉到合适的温度，将洗干净的头发浸入到姜水中，一边洗一边用手轻轻按摩头皮，然后用清水洗净头发，每星期洗一到两次。长期使用不仅能减少头屑，还能使头发亮泽。 哈尔滨·中北春城三期 ​​​

571 :热水瓶擀面条 擀面条时，如果一时找不到擀面杖，可用空玻璃瓶代替。用灌有热水的瓶子擀面条，还可以使硬面变软。 ​​​

572 :食梨可防晒 常食梨能使肌肤保持弹性，不起皱纹。梨中含有丰富的维生素E，对太阳光的暴晒能起到防护作用。 哈尔滨·中北春城三期 ​​​

573 :蚊香定时熄灭法 用一个铁夹子，用时夹在蚊香所需要的长度上，当蚊香烧到铁夹夹的地方时，就会熄灭，既不影响睡眠，也可节约蚊香。 哈尔滨·中北春城三期 ​​​

574 :用牙膏除痱子 夏日天气炎热，身上容易长痱子，可用温水将长有痱子的部位洗净，涂擦一层牙膏，痱子不久即可消失。 哈尔滨·中北春城三期 ​​​

575 :巧用干海带吸湿 在粮食中放少量干海带，可吸收粮食中的水分，防止其生虫发霉，海带用后会变湿，可晾干后再次放入，仍保持吸湿和杀菌能力，且不影响食用。 哈尔滨·中北春城三期 ​​​

576 :白背心去除黑斑的窍门 白背心穿久了会出现黑斑，可取鲜姜2两捣烂放锅内加1斤水煮沸，稍凉后倒入洗衣盆，浸泡白背心十分钟，再反复揉搓几遍，黑斑即可消除。 ​​​

577 :风油精驱蚊 在点燃的蚊香上洒几滴风油精，蚊香放出的烟气不会呛，而且清香扑鼻，驱蚊效果也会更佳。 哈尔滨·中北春城三期 ​​​

578 :切肥肉的窍门 切肥肉时，可先将肥肉蘸一下凉水，然后放在案板上，一边切一边洒点凉水，这样切着省力，肥肉也不会滑动，且不易粘案板。 哈尔滨·中北春城三期 ​​​

579 :女子坐在沙发上抛硬币：“如果抛三次都是反面，我就减肥！”第一次是反面，她笑笑：“没事，还有机会。”第二次又是反面，她仍然心存侥幸：“命运不会就这样抛弃我。”第三次还是反面，她一拍桌子怒道：“我命由我不由天！” 哈尔滨·中北春城三期 ​​​

580 :和饺子面的窍门 在一斤面粉里面掺入六个蛋清，使面里蛋白质增加，包的饺子下锅后蛋白质会很快凝固收缩，饺子起锅后收水快，不易粘连。 哈尔滨·中北春城三期 ​​​

581 :烧鱼时如何让鱼不碎？ 烧鱼前，先将鱼下油锅炸一下。如烧鱼块，应裹一层薄薄的淀粉再炸。炸时注意油温宜高不宜低。 哈尔滨·中北春城三期 ​​​

582 :巧用西红柿治病  每天生食1-2个西红柿可防癌，每早吃1-2个蘸白糖的鲜西红柿可降血压，西红柿汁和西瓜汁各半杯混饮可退烧。 哈尔滨·中北春城三期 ​​​

583 :如何辨别毒粉丝？ 正常粉丝的色泽略微偏黄，接近淀粉原色，那种特别白特别亮的粉丝最好别买。其次，将粉丝点燃，正常粉丝燃烧时应有黑色的碳，并且粉丝有多长炭就应该有多长，而毒粉丝燃烧时没有炭残留，同时还会伴随很大的响声。 哈尔滨·中北春城三期 ​​​

584 :使衣物香气袭人 用完的香水瓶、化妆水瓶等不要立即扔掉，把它们的盖打开，放在衣箱或衣柜里，会使衣物变得香气袭人。 哈尔滨·中北春城三期 ​​​

585 :白萝卜除去咸肉异味 咸肉放时间长了会有一股辛辣味，在煮咸肉时放一个白萝卜，然后再烹调，辛辣味即可除去。若咸肉仅表面有异味，用水加少量醋清洗即可。 哈尔滨·中北春城三期 ​​​

586 :我的微博等级达到Lv9喽！想想就有点小激动呢[太开心]小伙伴儿们快来看看你的等级好礼微博等级，升等级享好礼 ​​​

587 :手表进水怎么办  手表内不小心进水，可用一种叫硅胶的颗粒状物质与手表一起放入密闭的容器内，数小时后取出，表中的积水即可消失。硅胶可反复使用。 哈尔滨·中北春城三期 ​​​

588 :又到周末了，是不是又闲得没事做，苦苦等着我的问候呢！我送你一束花，每一片的花瓣都带着我真挚的祝福，款款关怀，绵绵祝福，声声问候，愿鲜花与绿叶相伴，点缀你绚丽多彩的人生，祝你幸福快乐永远。朋友，请记住，远方永远有一个我把你牵挂在心。 ​​​

589 :大枣巧去皮  将干的大枣用清水浸泡3小时，然后放入锅中煮沸，待大枣完全泡开时，将其捞起剥皮，很容易就能剥掉。 ​​​

590 :米饭烧糊了怎么办？  米饭若烧糊了，赶紧将火关掉，将米饭上面放一块面包皮，盖上锅盖，五分钟后，面包皮即可将糊味吸收掉。 哈尔滨·中北春城三期 ​​​

591 :用面包消除衣服油渍  用餐时，衣服如果被油迹所染，可用新鲜白面包轻轻摩擦，油迹即可消除。 哈尔滨·中北春城三期 ​​​

592 :如何减少熬夜带来的伤害？  开始熬夜前，来一颗维他命B，增强人体免疫力；把脸洗干净，以免长痘。熬夜期间，不要吃泡面来填饱肚子；提神饮料，最好以绿茶为主，肠胃不好者，宜改喝枸杞茶。熬夜之后，第二天中午时千万记得打个小盹。 果戈里大街 ​​​

593 :热水泡双手治偏头痛  把双手侵入热水中，水量以过手腕为宜，并不断加热水以保持水温。半小时后，痛感即可减轻，甚至完全消失。 果戈里大街 ​​​

594 :鉴别珍珠的窍门  将珍珠放在阴暗处，闪闪发光的是上等珍珠；珍珠表面的清洁度和颜色决定珍珠的价值；珍珠越大、越圆越有价值。 哈尔滨·中北春城三期 ​​​

595 :烫过的白酒对人体有益  喝烫过的白酒对人体有益。因白酒中的醛对人体损害较大，只要把酒烫热一些，就可使大部分醛挥发掉，这样对人身体的危害就会少一些。 ​​​

596 :巧用香醋去除厕所异味  室内厕所即使冲洗的再干净，也常会留下一股臭味，只要在厕所内放置一小杯香醋，臭味便会消失，其有效期为六、七天，可每周更换一次。 ​​​

597 :热水加速冷却的方法  当你非常口渴而家中又无凉开水时，可把装有热水的杯子放入冷水中浸泡，然后在冷水中撒上一把盐，这样能加速开水的冷却。 ​​​

598 :巧洗铁锅油垢  炒菜锅用久了，锅上积存的油垢很难清洗，如果将新鲜的梨皮放在锅里加水煮一会，油垢就很容易被清除了。 ​​​

599 :西瓜保鲜半年  将西瓜浸入15%的盐水中3-5日，捞出揩干，再用西瓜蔓叶中挤出的水汁涂一遍，密封于聚乙稀塑料袋内，放入地窖，可使西瓜保鲜半年。 哈尔滨·中北春城三期 ​​​

600 :如何让苦瓜不那么苦？ 苦瓜清热降火，但实在太苦。如何让苦瓜不那么苦呢？可以在切好的苦瓜上撒上盐，腌渍一会并用水过滤，很快不太苦的苦瓜就形成了。 哈尔滨·中北春城三期 ​​​

601 :五四青年节，拿起“青春”的杯，倒入“快乐”的酒，寻找“年轻”的你，一起“幸福”的干杯！祝你人生永远快乐！天天幸福！ 哈尔滨·中北春城三期 ​​​

602 :我的微博等级达到Lv8喽！想想就有点小激动呢[太开心]小伙伴儿们快来看看你的等级好礼微博等级，升等级享好礼 ​​​

603 :男子要结婚了，前女友送了他四样礼物。送了一个枣说：“早生贵子！”送了个碗说：“婚后有饭吃！”送了把扇子说：“以后风风顺顺！”最后送了一盒火柴说：“日子红红火火！”当时男子高兴坏了！后来一想，丫的！不对，这不是“早晚散伙”吗？ 哈尔滨·中北春城三期 ​​​

604 :借一缕春风，吹拂你驿动的心；借一阵春雨，洗去你四季的疲惫；借一束春花，装扮你绚丽的生活；借一园春色，关注你快乐的心情。祝你假期快乐！ 哈尔滨·中北春城三期 ​​​

